,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,7,0,1.5,616,0.0,0.0,0.0,0.07,1,0,0,0.9,5.4,2023-08-11T19:00:00Z,11,6,0,0,0,0,1,0,249939,0,3,0,2.0,1,0,0,0,50,False,0
1,0,0,24,1,1.5,616,0.01,0.01,0.0,0.29,16,0,0,1.4,12.6,2023-08-19T19:00:00Z,90,15,0,0,0,0,2,0,307221,1,0,1,0.0,6,1846,37224,35378,50,True,0
2,0,0,14,0,29.8,616,0.04,0.04,0.0,0.73,30,1,0,4.5,15.4,2023-08-27T13:00:00Z,90,17,0,0,0,0,3,0,505315,1,2,1,0.0,2,163007,191775,28768,50,False,0
3,0,0,0,0,0.0,616,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,10,0,0,0,0,4,0,640038,0,1,5,0.0,0,106736,145061,38325,51,True,0
4,0,0,15,0,30.2,616,0.36,0.44,0.08,0.94,49,1,0,5.8,12.4,2023-09-16T14:00:00Z,90,19,0,0,0,0,5,0,572972,1,3,1,15.0,1,-73539,21981,95520,51,False,1
5,0,1,29,1,4.1,616,0.02,0.02,0.0,1.03,59,0,0,2.9,24.6,2023-09-23T14:00:00Z,90,16,0,0,0,0,6,0,542895,1,0,2,0.0,7,-37149,23193,60342,51,True,0
6,0,0,0,0,0.0,616,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,20,0,0,0,0,7,0,544129,0,1,2,0.0,0,-4719,26669,31388,51,False,0
7,0,0,9,0,2.2,616,0.03,0.13,0.1,0.41,71,1,0,2.8,15.8,2023-10-08T15:30:00Z,90,1,0,0,0,0,8,0,473591,1,0,1,10.0,2,-69947,9460,79407,50,False,0
8,0,0,17,0,7.3,616,0.03,0.06,0.03,0.83,86,1,0,3.8,23.6,2023-10-21T14:00:00Z,90,5,0,0,0,0,9,0,467479,1,1,2,7.0,2,-14963,16552,31515,50,True,0
9,0,0,30,1,24.3,616,0.02,0.02,0.0,1.03,98,0,0,3.6,12.0,2023-10-29T15:30:00Z,90,14,0,0,0,0,10,0,444257,1,3,0,0.0,6,-24887,14235,39122,50,False,0
10,0,0,0,0,0.0,616,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,3,0,0,0,0,11,0,479994,0,1,6,0.0,0,29271,42402,13131,50,True,0
11,0,0,10,0,3.9,616,0.02,0.03,0.01,2.96,115,4,0,3.9,17.8,2023-11-12T16:30:00Z,90,7,0,0,0,0,12,0,448213,1,4,4,17.0,0,-30100,11150,41250,50,False,0
12,0,0,0,0,0.0,616,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25T12:30:00Z,0,11,0,0,0,0,13,0,431323,0,1,1,0.0,0,-19421,10636,30057,50,True,0
13,0,0,7,0,8.3,616,0.05,0.07,0.02,0.38,137,2,0,1.4,4.8,2023-12-03T16:30:00Z,86,18,0,0,0,0,14,0,400179,1,3,3,1.0,0,-33136,2477,35613,49,True,1
14,0,0,21,0,2.4,616,0.01,0.01,0.0,2.04,141,1,0,3.4,31.4,2023-12-06T20:15:00Z,90,2,0,0,0,0,15,0,381879,1,0,1,0.0,2,-19501,2410,21911,49,False,0
15,0,0,5,0,4.4,616,0.02,0.06,0.04,0.3,156,1,0,2.0,6.0,2023-12-10T14:00:00Z,68,12,0,0,0,0,16,0,375895,1,2,1,10.0,2,-7033,5908,12941,49,False,0
16,0,0,7,0,19.5,616,0.06,0.31,0.25,1.82,167,2,0,8.4,11.2,2023-12-16T15:00:00Z,90,8,0,0,0,0,17,0,370941,1,2,2,53.0,1,-6217,5554,11771,49,True,0
17,0,0,14,0,13.4,616,0.02,0.05,0.03,0.3,187,0,0,2.9,10.0,2023-12-27T20:15:00Z,47,9,0,0,0,0,19,0,355768,0,3,1,6.0,1,3297,9778,6481,48,False,0
18,0,0,4,0,0.3,489,0.00,0.00,0.00,0.16,196,0,0,0.5,3.0,2023-12-30T15:00:00Z,10,13,0,0,0,0,20,0,1362,0,0,2,2.0,1,-2,28,30,48,False,0
19,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,12,0,0,0,0,19,0,1357,0,3,2,0.0,0,-11,15,26,48,True,0
20,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,1356,0,1,1,0.0,0,5,22,17,48,False,0
21,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,7,0,0,0,0,17,0,1344,0,0,2,0.0,0,-26,13,39,48,False,0
22,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,4,0,0,0,0,16,0,1351,0,0,1,0.0,0,2,27,25,48,True,0
23,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,1335,0,2,0,0.0,0,-12,7,19,48,True,0
24,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,1341,0,0,5,0.0,0,0,24,24,48,False,0
25,0,0,4,0,15.0,489,0.10,0.10,0.00,0.47,129,0,0,2.1,6.4,2023-11-25T15:00:00Z,24,3,0,0,0,0,13,0,1324,0,3,1,0.0,1,-11,16,27,48,True,0
26,0,0,3,0,2.3,489,0.01,0.01,0.00,0.24,114,0,0,0.5,2.6,2023-11-12T14:00:00Z,38,5,0,0,0,0,12,0,1314,0,1,1,0.0,1,-7,18,25,48,False,0
27,0,0,4,0,10.1,489,0.00,0.00,0.00,0.00,109,0,0,1.4,2.0,2023-11-04T15:00:00Z,1,20,0,0,0,0,11,0,1314,0,1,2,2.0,1,-11,17,28,48,True,0
28,0,0,-1,0,0.8,489,0.01,0.01,0.00,1.37,91,2,0,0.0,0.0,2023-10-28T14:00:00Z,31,1,0,0,0,0,10,0,1312,0,0,5,0.0,0,-7,21,28,48,False,1
29,0,0,4,0,14.8,489,0.06,0.06,0.00,0.07,89,0,0,1.9,4.6,2023-10-21T19:00:00Z,12,14,0,0,0,0,9,0,1309,0,2,1,0.0,1,-80,7,87,48,True,0
30,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,10,0,0,0,0,8,0,1384,0,1,3,0.0,0,-30,42,72,48,False,0
31,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,1414,0,0,2,0.0,0,-141,16,157,48,False,0
32,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,15,0,0,0,0,6,0,1552,0,8,0,0.0,0,-229,7,236,49,True,0
33,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,1775,0,1,2,0.0,0,-372,75,447,49,False,0
34,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,9,0,0,0,0,4,0,2118,0,2,2,0.0,0,-433,55,488,49,True,0
35,0,0,4,0,0.0,489,0.00,0.00,0.00,0.26,30,0,0,0.1,1.4,2023-08-27T13:00:00Z,16,13,0,0,0,0,3,0,2509,1,2,1,0.0,1,-560,54,614,50,True,0
36,0,0,8,0,7.4,489,0.09,0.09,0.00,1.36,17,2,0,1.8,11.0,2023-08-18T18:45:00Z,90,16,0,0,0,0,2,0,2940,1,1,2,0.0,1,-40,373,413,50,False,1
